stream_group,detector,time_window,drift_score,matched_event,delay_days,is_true_positive
left,KSWIN,2024-08-01,0.9609749913215637,Harris becomes Democratic nominee,-4.0,True
left,KSWIN,2024-09-23,0.8723210096359253,,,False
