stream_group,time_window,drift_score,n_articles
left,2024-04-08,0.8335480690002441,19
left,2024-04-15,0.7192946076393127,17
left,2024-04-22,0.710713267326355,16
left,2024-04-29,0.9512819647789001,20
left,2024-05-06,0.8004463315010071,16
left,2024-06-03,0.7859320044517517,15
left,2024-06-10,0.8594008684158325,19
left,2024-06-24,0.8789003491401672,15
left,2024-07-08,0.8711816668510437,17
left,2024-07-15,0.7143235206604004,24
left,2024-07-29,0.7316030263900757,16
left,2024-08-12,0.7664063572883606,18
left,2024-08-19,0.5287965536117554,23
left,2024-08-26,0.767450749874115,15
left,2024-09-02,0.8036453127861023,22
left,2024-09-09,0.8236427307128906,21
left,2024-09-23,0.8473528027534485,25
left,2024-10-07,0.4547450542449951,19
left,2024-10-21,0.8495577573776245,29
left,2024-10-28,0.9221880435943604,18
left,2024-11-04,1.018763780593872,16
left,2024-11-11,1.0198276042938232,21
left,2024-11-18,0.8350163698196411,15
left,2024-11-25,0.8535721302032471,18
left,2024-12-09,0.6009047627449036,15
left,2024-12-16,0.7396749258041382,21
left,2025-01-06,0.5104942321777344,18
left,2025-01-13,0.7646880149841309,15
left,2025-01-20,0.7159039974212646,24
left,2025-01-27,0.5800471901893616,15
left,2025-02-03,0.7861101627349854,27
left,2025-02-10,0.7956087589263916,19
