stream_group,time_window,drift_score,n_articles
mixed,2024-03-18,0.5562307834625244,22
mixed,2024-03-25,0.5873361229896545,60
mixed,2024-04-01,0.8262948393821716,44
mixed,2024-04-08,0.8600586652755737,34
mixed,2024-04-15,0.9098048806190491,31
mixed,2024-04-22,0.710713267326355,29
mixed,2024-04-29,0.8745181560516357,88
mixed,2024-05-06,0.3156167268753052,30
mixed,2024-05-13,0.8336924314498901,25
mixed,2024-05-20,0.7881300449371338,22
mixed,2024-05-27,0.7266889214515686,71
mixed,2024-06-03,0.8598944544792175,29
mixed,2024-06-10,0.8594008684158325,33
mixed,2024-06-17,0.9051504731178284,21
mixed,2024-06-24,0.9133298397064209,39
mixed,2024-07-01,0.6226888298988342,55
mixed,2024-07-08,0.4150611162185669,37
mixed,2024-07-15,0.6494197845458984,24
mixed,2024-07-22,0.6898820996284485,39
mixed,2024-07-29,0.6614416837692261,81
mixed,2024-08-05,0.920166552066803,26
mixed,2024-08-12,0.778459906578064,31
mixed,2024-08-19,0.5287965536117554,37
mixed,2024-08-26,0.767450749874115,71
mixed,2024-09-02,0.7761818170547485,43
mixed,2024-09-09,0.9014748930931091,35
mixed,2024-09-16,0.6986554265022278,27
mixed,2024-09-23,0.5563039779663086,36
mixed,2024-09-30,0.6142174005508423,77
mixed,2024-10-07,0.6077395081520081,32
mixed,2024-10-14,0.8006426095962524,26
mixed,2024-10-21,0.8160740733146667,43
mixed,2024-10-28,0.9221880435943604,79
mixed,2024-11-04,0.5978260040283203,38
mixed,2024-11-11,0.6970082521438599,35
mixed,2024-11-18,0.8350163698196411,28
mixed,2024-11-25,0.7861766219139099,79
mixed,2024-12-02,0.6894633769989014,28
mixed,2024-12-09,0.705513596534729,27
mixed,2024-12-16,0.7741162776947021,36
mixed,2024-12-23,0.5629077553749084,17
mixed,2024-12-30,0.7582945823669434,71
mixed,2025-01-06,0.7453510165214539,32
mixed,2025-01-13,0.7646880149841309,27
mixed,2025-01-20,0.7159039974212646,38
mixed,2025-01-27,0.5800471901893616,81
mixed,2025-02-03,0.7451553344726562,47
mixed,2025-02-10,0.8212450742721558,33
