time_window,n_articles,left_articles,right_articles,labels,first_date,last_date,stream_source,stream_group,time_window_code,time_window_name,stream_family,sampling
2024-02-06,6,6,0,0,2024-02-06 02:45:00,2024-02-06 21:30:00,left_none,left_none_daily,D,daily,left,none
2024-02-08,7,7,0,0,2024-02-08 12:00:00,2024-02-08 21:15:00,left_none,left_none_daily,D,daily,left,none
2024-02-13,5,5,0,0,2024-02-13 11:30:00,2024-02-13 17:15:00,left_none,left_none_daily,D,daily,left,none
2024-02-16,6,6,0,0,2024-02-16 12:00:00,2024-02-16 21:45:00,left_none,left_none_daily,D,daily,left,none
2024-02-28,5,5,0,0,2024-02-28 11:30:00,2024-02-28 18:30:00,left_none,left_none_daily,D,daily,left,none
2024-03-11,5,5,0,0,2024-03-11 14:45:00,2024-03-11 15:15:00,left_none,left_none_daily,D,daily,left,none
2024-03-13,6,6,0,0,2024-03-13 09:30:00,2024-03-13 14:45:00,left_none,left_none_daily,D,daily,left,none
2024-04-01,5,5,0,0,2024-04-01 04:15:00,2024-04-01 23:30:00,left_none,left_none_daily,D,daily,left,none
2024-04-04,5,5,0,0,2024-04-04 16:15:00,2024-04-04 21:45:00,left_none,left_none_daily,D,daily,left,none
2024-04-10,6,6,0,0,2024-04-10 00:30:00,2024-04-10 19:00:00,left_none,left_none_daily,D,daily,left,none
2024-04-11,6,6,0,0,2024-04-11 13:45:00,2024-04-11 23:30:00,left_none,left_none_daily,D,daily,left,none
2024-04-15,6,6,0,0,2024-04-15 10:45:00,2024-04-15 23:15:00,left_none,left_none_daily,D,daily,left,none
2024-04-24,6,6,0,0,2024-04-24 14:45:00,2024-04-24 19:45:00,left_none,left_none_daily,D,daily,left,none
2024-04-30,6,6,0,0,2024-04-30 16:00:00,2024-04-30 21:00:00,left_none,left_none_daily,D,daily,left,none
2024-05-03,6,6,0,0,2024-05-03 08:00:00,2024-05-03 21:30:00,left_none,left_none_daily,D,daily,left,none
2024-05-10,5,5,0,0,2024-05-10 00:15:00,2024-05-10 19:30:00,left_none,left_none_daily,D,daily,left,none
2024-05-16,5,5,0,0,2024-05-16 01:00:00,2024-05-16 23:15:00,left_none,left_none_daily,D,daily,left,none
2024-06-04,6,6,0,0,2024-06-04 12:00:00,2024-06-04 20:15:00,left_none,left_none_daily,D,daily,left,none
2024-06-13,6,6,0,0,2024-06-13 07:30:00,2024-06-13 21:15:00,left_none,left_none_daily,D,daily,left,none
2024-06-28,7,7,0,0,2024-06-28 01:00:00,2024-06-28 20:15:00,left_none,left_none_daily,D,daily,left,none
2024-07-02,7,7,0,0,2024-07-02 01:00:00,2024-07-02 18:15:00,left_none,left_none_daily,D,daily,left,none
2024-07-08,5,5,0,0,2024-07-08 09:30:00,2024-07-08 18:45:00,left_none,left_none_daily,D,daily,left,none
2024-07-16,6,6,0,0,2024-07-16 15:45:00,2024-07-16 21:00:00,left_none,left_none_daily,D,daily,left,none
2024-07-17,5,5,0,0,2024-07-17 13:45:00,2024-07-17 18:30:00,left_none,left_none_daily,D,daily,left,none
2024-07-18,8,8,0,0,2024-07-18 10:45:00,2024-07-18 21:30:00,left_none,left_none_daily,D,daily,left,none
2024-07-23,5,5,0,0,2024-07-23 11:30:00,2024-07-23 20:45:00,left_none,left_none_daily,D,daily,left,none
2024-08-01,6,6,0,0,2024-08-01 16:00:00,2024-08-01 20:00:00,left_none,left_none_daily,D,daily,left,none
2024-08-02,7,7,0,0,2024-08-02 15:00:00,2024-08-02 20:45:00,left_none,left_none_daily,D,daily,left,none
2024-08-07,5,5,0,0,2024-08-07 12:30:00,2024-08-07 20:30:00,left_none,left_none_daily,D,daily,left,none
2024-08-14,5,5,0,0,2024-08-14 16:00:00,2024-08-14 16:30:00,left_none,left_none_daily,D,daily,left,none
2024-08-21,9,9,0,0,2024-08-21 15:30:00,2024-08-21 23:00:00,left_none,left_none_daily,D,daily,left,none
2024-08-22,7,7,0,0,2024-08-22 01:15:00,2024-08-22 22:15:00,left_none,left_none_daily,D,daily,left,none
2024-08-27,9,9,0,0,2024-08-27 15:00:00,2024-08-27 16:45:00,left_none,left_none_daily,D,daily,left,none
2024-09-04,6,6,0,0,2024-09-04 15:45:00,2024-09-04 20:45:00,left_none,left_none_daily,D,daily,left,none
2024-09-06,5,5,0,0,2024-09-06 12:00:00,2024-09-06 16:15:00,left_none,left_none_daily,D,daily,left,none
2024-09-10,5,5,0,0,2024-09-10 14:45:00,2024-09-10 19:45:00,left_none,left_none_daily,D,daily,left,none
2024-09-13,5,5,0,0,2024-09-13 10:45:00,2024-09-13 21:00:00,left_none,left_none_daily,D,daily,left,none
2024-09-20,5,5,0,0,2024-09-20 10:45:00,2024-09-20 22:15:00,left_none,left_none_daily,D,daily,left,none
2024-09-23,5,5,0,0,2024-09-23 12:45:00,2024-09-23 19:45:00,left_none,left_none_daily,D,daily,left,none
2024-09-25,11,11,0,0,2024-09-25 10:00:00,2024-09-25 23:00:00,left_none,left_none_daily,D,daily,left,none
2024-09-27,7,7,0,0,2024-09-27 11:30:00,2024-09-27 22:30:00,left_none,left_none_daily,D,daily,left,none
2024-10-07,5,5,0,0,2024-10-07 10:15:00,2024-10-07 21:30:00,left_none,left_none_daily,D,daily,left,none
2024-10-10,5,5,0,0,2024-10-10 11:15:00,2024-10-10 22:00:00,left_none,left_none_daily,D,daily,left,none
2024-10-21,10,10,0,0,2024-10-21 14:30:00,2024-10-21 21:45:00,left_none,left_none_daily,D,daily,left,none
2024-10-24,5,5,0,0,2024-10-24 13:00:00,2024-10-24 13:00:00,left_none,left_none_daily,D,daily,left,none
2024-10-25,5,5,0,0,2024-10-25 14:30:00,2024-10-25 22:45:00,left_none,left_none_daily,D,daily,left,none
2024-11-01,8,8,0,0,2024-11-01 11:15:00,2024-11-01 23:45:00,left_none,left_none_daily,D,daily,left,none
2024-11-05,5,5,0,0,2024-11-05 02:45:00,2024-11-05 22:15:00,left_none,left_none_daily,D,daily,left,none
2024-11-11,6,6,0,0,2024-11-11 15:45:00,2024-11-11 17:30:00,left_none,left_none_daily,D,daily,left,none
2024-11-13,5,5,0,0,2024-11-13 15:15:00,2024-11-13 19:45:00,left_none,left_none_daily,D,daily,left,none
2024-11-15,7,7,0,0,2024-11-15 17:30:00,2024-11-15 17:30:00,left_none,left_none_daily,D,daily,left,none
2024-11-25,7,7,0,0,2024-11-25 13:15:00,2024-11-25 17:30:00,left_none,left_none_daily,D,daily,left,none
2024-12-03,5,5,0,0,2024-12-03 15:30:00,2024-12-03 19:45:00,left_none,left_none_daily,D,daily,left,none
2024-12-09,5,5,0,0,2024-12-09 15:30:00,2024-12-09 17:45:00,left_none,left_none_daily,D,daily,left,none
2024-12-17,6,6,0,0,2024-12-17 14:30:00,2024-12-17 18:45:00,left_none,left_none_daily,D,daily,left,none
2024-12-18,8,8,0,0,2024-12-18 12:15:00,2024-12-18 17:45:00,left_none,left_none_daily,D,daily,left,none
2025-01-06,5,5,0,0,2025-01-06 18:30:00,2025-01-06 23:45:00,left_none,left_none_daily,D,daily,left,none
2025-01-09,6,6,0,0,2025-01-09 17:45:00,2025-01-09 18:00:00,left_none,left_none_daily,D,daily,left,none
2025-01-13,5,5,0,0,2025-01-13 12:45:00,2025-01-13 16:15:00,left_none,left_none_daily,D,daily,left,none
2025-01-16,5,5,0,0,2025-01-16 00:00:00,2025-01-16 23:30:00,left_none,left_none_daily,D,daily,left,none
2025-01-20,7,7,0,0,2025-01-20 14:30:00,2025-01-20 23:45:00,left_none,left_none_daily,D,daily,left,none
2025-01-23,7,7,0,0,2025-01-23 13:30:00,2025-01-23 23:30:00,left_none,left_none_daily,D,daily,left,none
2025-01-24,5,5,0,0,2025-01-24 03:15:00,2025-01-24 23:30:00,left_none,left_none_daily,D,daily,left,none
2025-01-30,5,5,0,0,2025-01-30 12:15:00,2025-01-30 19:30:00,left_none,left_none_daily,D,daily,left,none
2025-02-03,6,6,0,0,2025-02-03 09:00:00,2025-02-03 20:30:00,left_none,left_none_daily,D,daily,left,none
2025-02-04,5,5,0,0,2025-02-04 20:15:00,2025-02-04 23:45:00,left_none,left_none_daily,D,daily,left,none
2025-02-06,7,7,0,0,2025-02-06 14:00:00,2025-02-06 20:45:00,left_none,left_none_daily,D,daily,left,none
2025-02-07,5,5,0,0,2025-02-07 13:30:00,2025-02-07 23:00:00,left_none,left_none_daily,D,daily,left,none
2025-02-13,5,5,0,0,2025-02-13 14:45:00,2025-02-13 14:45:00,left_none,left_none_daily,D,daily,left,none
2025-02-19,5,5,0,0,2025-02-19 17:30:00,2025-02-19 22:15:00,left_none,left_none_daily,D,daily,left,none
