stream_group,detector,time_window,drift_score,n_articles
left,KSWIN,2024-08-01,0.9609749913215637,6
left,KSWIN,2024-09-23,0.8723210096359253,5
mixed,KSWIN,2024-11-08,0.622286319732666,7
mixed,KSWIN,2024-12-17,0.6726245880126953,10
mixed,KSWIN,2025-01-23,0.6737419366836548,10
right,KSWIN,2024-10-17,0.9421086311340332,5
