stream_group,time_window,drift_score,n_articles
right,2024-04-01,0.8740317821502686,23
right,2024-04-08,1.0138229131698608,15
right,2024-04-29,0.6401063799858093,68
right,2024-05-27,0.48285818099975586,61
right,2024-06-24,0.6607333421707153,24
right,2024-07-01,0.6226888298988342,41
right,2024-07-08,0.4150611162185669,20
right,2024-07-22,0.4788379669189453,25
right,2024-07-29,0.6614416837692261,65
right,2024-08-26,0.7303898334503174,56
right,2024-09-02,0.8026502132415771,21
right,2024-09-30,0.961159884929657,65
right,2024-10-28,0.6920256614685059,61
right,2024-11-04,0.5709928274154663,22
right,2024-11-25,0.6317791938781738,61
right,2024-12-16,0.5682566165924072,15
right,2024-12-30,0.6349990367889404,62
right,2025-01-27,0.8685493469238281,66
right,2025-02-03,0.9429251551628113,20
