stream_group,time_window,drift_score,n_articles
right,2024-03-24,0.8584700226783752,13
right,2024-03-29,0.8320462107658386,21
right,2024-03-30,0.9697755575180054,21
right,2024-03-31,0.8675850629806519,7
right,2024-04-01,0.6674987077713013,10
right,2024-04-07,0.8126133680343628,9
right,2024-04-14,0.6260117292404175,14
right,2024-04-21,0.6050183176994324,12
right,2024-04-27,0.653023362159729,5
right,2024-04-28,0.7769715785980225,8
right,2024-04-29,0.6746830344200134,10
right,2024-04-30,0.8155441284179688,19
right,2024-05-01,0.9099720120429993,26
right,2024-05-05,0.6987302303314209,13
right,2024-05-12,0.5401128530502319,13
right,2024-05-19,0.8184239864349365,14
right,2024-05-26,0.5187527537345886,14
right,2024-06-01,0.877316951751709,46
right,2024-06-02,0.6647252440452576,13
right,2024-06-09,0.6877670884132385,11
right,2024-06-16,0.7322438955307007,14
right,2024-06-23,0.8515612483024597,9
right,2024-06-29,0.7568870782852173,6
right,2024-06-30,0.8925830125808716,16
right,2024-07-01,0.7642204761505127,33
right,2024-07-07,0.3589765429496765,8
right,2024-07-08,0.33851003646850586,6
right,2024-07-14,0.6747530698776245,14
right,2024-07-22,0.6616650819778442,13
right,2024-07-27,0.9304747581481934,8
right,2024-08-01,0.802573025226593,49
right,2024-08-03,0.6862526535987854,9
right,2024-08-04,0.6485509872436523,5
right,2024-08-10,0.5322631597518921,7
right,2024-08-11,0.8700207471847534,5
right,2024-08-18,0.7988494634628296,12
right,2024-08-25,0.6601393818855286,14
right,2024-08-30,0.5538457036018372,22
right,2024-08-31,0.6352337598800659,8
right,2024-09-01,0.7295475006103516,26
right,2024-09-02,0.8430440425872803,7
right,2024-09-08,0.7321255803108215,14
right,2024-09-15,0.8580508232116699,14
right,2024-09-22,0.8902707099914551,13
right,2024-09-29,0.9527683854103088,11
right,2024-09-30,0.5286706686019897,8
right,2024-10-01,0.9623028039932251,44
right,2024-10-06,0.8574832677841187,13
right,2024-10-13,0.760587215423584,13
right,2024-10-20,0.6310390830039978,14
right,2024-10-27,0.8674119710922241,11
right,2024-10-31,0.6567411422729492,18
right,2024-11-01,0.5809733867645264,38
right,2024-11-03,0.6152680516242981,5
right,2024-11-04,0.5678417682647705,8
right,2024-11-10,0.695645272731781,14
right,2024-11-16,1.0162763595581055,11
right,2024-11-24,0.9031502604484558,13
right,2024-11-29,0.9056320786476135,17
right,2024-11-30,0.7907869815826416,10
right,2024-12-01,0.7599197626113892,30
right,2024-12-08,0.6568701863288879,14
right,2024-12-15,0.946110725402832,12
right,2024-12-21,0.7013574242591858,9
right,2024-12-22,0.7156758308410645,5
right,2024-12-28,0.8108546137809753,5
right,2024-12-29,0.7375872135162354,6
right,2024-12-30,0.8934283256530762,7
right,2024-12-31,0.8981074690818787,34
right,2025-01-01,0.7926009893417358,7
right,2025-01-05,0.43478041887283325,14
right,2025-01-11,0.7647285461425781,9
right,2025-01-12,0.537186324596405,5
right,2025-01-19,0.8067392110824585,12
right,2025-01-26,0.8129632472991943,14
right,2025-01-30,0.8791524767875671,8
right,2025-01-31,0.8684434294700623,29
right,2025-02-01,1.017822504043579,20
right,2025-02-02,0.7913549542427063,9
right,2025-02-03,0.8633039593696594,6
right,2025-02-09,0.9241742491722107,14
right,2025-02-16,0.9562617540359497,14
