stream_group,time_window,drift_score,n_articles
right,2024-03-29,0.8777489520545947,5
right,2024-03-30,0.9416863543599412,7
right,2024-04-01,0.5214312918922531,5
right,2024-04-02,0.7610206373414049,6
right,2024-04-24,0.7102562346358935,5
right,2024-04-30,0.8787300601164222,6
right,2024-05-01,0.7851124696649825,6
right,2024-05-12,0.7668293850269916,6
right,2024-05-15,0.832057037387262,7
right,2024-05-22,0.8047997923495152,5
right,2024-05-28,0.7066372809941037,6
right,2024-06-01,0.8559005777979682,9
right,2024-06-02,0.7797472581270024,6
right,2024-06-05,0.8667712058687607,5
right,2024-06-18,0.77375265587619,5
right,2024-06-19,0.7625684241738349,6
right,2024-07-01,0.822120157540122,13
right,2024-07-02,0.6551172689170385,5
right,2024-07-17,0.7914868757507363,7
right,2024-07-18,0.6399529471194086,5
right,2024-07-30,0.7638054049594811,5
right,2024-08-01,0.8121429509519149,11
right,2024-08-13,0.6511407158310345,8
right,2024-08-19,0.5823624161395802,6
right,2024-08-25,0.7521929254745441,6
right,2024-08-28,0.8018730036485558,5
right,2024-08-30,0.7289304253871369,8
right,2024-09-01,0.7958465131154988,9
right,2024-09-04,0.7307800860284634,7
right,2024-09-15,0.7545859944832698,5
right,2024-09-17,0.6644115730429606,7
right,2024-09-19,0.8426512705053955,5
right,2024-09-23,0.8921517562344407,5
right,2024-09-25,0.7410497123887017,5
right,2024-09-29,0.7292440092183485,5
right,2024-10-01,0.7121117971185943,9
right,2024-10-08,0.7911577346570274,5
right,2024-10-11,0.6755913512999825,5
right,2024-10-13,0.6980725963113832,6
right,2024-10-17,0.6222414161317131,5
right,2024-10-25,0.7586623136230192,6
right,2024-11-01,0.8091128223795521,10
right,2024-11-06,0.7155171786106774,6
right,2024-11-10,0.7317184013291499,6
right,2024-11-24,0.7469360038702655,5
right,2024-12-01,0.816578103829164,6
right,2024-12-08,0.8522338577440118,5
right,2024-12-13,0.8454860687452257,6
right,2024-12-18,0.8035439782918886,5
right,2025-01-08,0.7761719526873218,9
right,2025-01-22,0.6541674956828563,6
right,2025-02-01,0.8452177987492188,6
right,2025-02-04,0.8381241413192547,7
right,2025-02-05,0.7126795202990974,5
right,2025-02-06,0.6813395172667377,6
right,2025-02-09,0.8940397644875501,5
right,2025-02-19,0.9152514900139679,5
